legacy_version	legacy_path	disposition	aggregate_owner_task	aggregate_replacement_paths	mapping_rule
20261019091100	db/migrations/invoice/V20261019091100__invoice_create_invoice_import_batches.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019091200	db/migrations/invoice/V20261019091200__invoice_create_attachment_link_tables.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019091300	db/migrations/invoice/V20261019091300__invoice_enable_row_level_security.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019091400	db/migrations/invoice/concurrent/V20261019091400__invoice_create_indexes.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019091500	db/migrations/invoice/V20261019091500__invoice_backfill_seed_tax_rate_options.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019091600	db/migrations/invoice/V20261019091600__invoice_create_dataset_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019091700	db/migrations/finance/V20261019091700__finance_create_aging_bucket_definitions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019091800	db/migrations/finance/V20261019091800__finance_create_cash_accounts.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019091900	db/migrations/finance/V20261019091900__finance_create_receivable_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092000	db/migrations/finance/V20261019092000__finance_create_payable_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092100	db/migrations/finance/V20261019092100__finance_create_advance_receipt_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092200	db/migrations/finance/V20261019092200__finance_create_advance_payment_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092300	db/migrations/finance/V20261019092300__finance_create_unbilled_ar_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092400	db/migrations/finance/V20261019092400__finance_create_overbilling_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092430	db/migrations/invoice/V20261019092430__invoice_add_finance_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/invoice/V20261025091300__invoice_create_sales_invoicing.sql;db/migrations/invoice/V20261025092330__invoice_extend_release_breadth.sql	DOMAIN_INVOICE_V1
20261019092500	db/migrations/finance/V20261019092500__finance_create_overbilling_settlements.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092600	db/migrations/finance/V20261019092600__finance_create_receipts.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092700	db/migrations/finance/V20261019092700__finance_create_payments.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092800	db/migrations/finance/V20261019092800__finance_create_refunds.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019092900	db/migrations/finance/V20261019092900__finance_create_refund_source_payment_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093000	db/migrations/finance/V20261019093000__finance_create_cash_document_reversals.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093100	db/migrations/finance/V20261019093100__finance_create_settlement_link_tables.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093130	db/migrations/finance/V20261019093130__finance_add_deferred_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093200	db/migrations/finance/V20261019093200__finance_create_cash_ledger_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093300	db/migrations/finance/V20261019093300__finance_create_attachment_link_tables.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093400	db/migrations/finance/V20261019093400__finance_enable_row_level_security.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093500	db/migrations/finance/concurrent/V20261019093500__finance_create_indexes.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093600	db/migrations/finance/V20261019093600__finance_create_reconciliation_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093700	db/migrations/finance/V20261019093700__finance_backfill_seed_aging_buckets.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093800	db/migrations/finance/V20261019093800__finance_create_dataset_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019093900	db/migrations/finance/V20261019093900__finance_backfill_append_only_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261019094000	db/migrations/finance/V20261019094000__finance_backfill_sensitive_field_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/finance/V20261025091310__finance_create_receivable_and_cash.sql;db/migrations/finance/V20261025092340__finance_extend_release_breadth.sql	DOMAIN_FINANCE_V1
20261020090000	db/migrations/costing/V20261020090000__costing_create_cost_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_COSTING_V1
20261020090100	db/migrations/costing/V20261020090100__costing_create_revenue_entries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_COSTING_V1
20261020090130	db/migrations/sales/V20261020090130__sales_add_costing_capture_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-03	db/migrations/sales/V20261025091000__sales_create_standard_orders.sql;db/migrations/sales/V20261025092300__sales_extend_release_breadth.sql	DOMAIN_SALES_V1
20261020090200	db/migrations/costing/V20261020090200__costing_create_dataset_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_COSTING_V1
20261020090300	db/migrations/costing/V20261020090300__costing_grant_analyst_ro.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_COSTING_V1
20261020090400	db/migrations/reporting/V20261020090400__reporting_backfill_seed_datasets.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020090500	db/migrations/reporting/V20261020090500__reporting_backfill_seed_dataset_fields.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020090600	db/migrations/reporting/V20261020090600__reporting_create_datasets.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020090700	db/migrations/reporting/V20261020090700__reporting_create_dataset_fields.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020090800	db/migrations/reporting/V20261020090800__reporting_create_report_objects.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020090900	db/migrations/reporting/V20261020090900__reporting_create_report_object_versions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091000	db/migrations/reporting/V20261020091000__reporting_create_report_object_publications.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091100	db/migrations/reporting/V20261020091100__reporting_create_report_object_dependencies.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091200	db/migrations/reporting/V20261020091200__reporting_create_aging_bucket_profiles.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091300	db/migrations/reporting/V20261020091300__reporting_create_aging_bucket_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091400	db/migrations/reporting/V20261020091400__reporting_create_render_tasks.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091500	db/migrations/reporting/V20261020091500__reporting_grant_analyst_ro.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091600	db/migrations/reporting/V20261020091600__reporting_backfill_migrate_aging_buckets_from_finance.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091700	db/migrations/reporting/V20261020091700__reporting_drop_finance_aging_bucket_definitions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/reporting/V20261025092420__reporting_create_release_breadth.sql	DOMAIN_REPORTING_V1
20261020091800	db/migrations/platform_core/V20261020091800__platform_core_backfill_stage11_unpoliced_table_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-25	db/migrations/platform_core/V20261025092530__platform_core_backfill_f57_unpoliced_table_registry.sql	PLATFORM_CORE_REGISTRY_CLOSURE_V1
20261020091900	db/migrations/ledger/V20261020091900__ledger_create_close_serialization_slots.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/ledger/V20261025092350__ledger_create_operating_ledger_release_breadth.sql	DOMAIN_LEDGER_V1
20261020092000	db/migrations/ledger/V20261020092000__ledger_create_period_close_requests.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/ledger/V20261025092350__ledger_create_operating_ledger_release_breadth.sql	DOMAIN_LEDGER_V1
20261020092100	db/migrations/ledger/V20261020092100__ledger_create_year_end_closings.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/ledger/V20261025092350__ledger_create_operating_ledger_release_breadth.sql	DOMAIN_LEDGER_V1
20261021090000	db/migrations/project/V20261021090000__project_create_projects.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/project/V20261025092410__project_create_release_breadth.sql	DOMAIN_PROJECT_V1
20261021090030	db/migrations/procure/V20261021090030__procure_add_project_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/procure/V20261025091100__procure_create_sales_order_demand_and_purchase_orders.sql;db/migrations/procure/V20261025092310__procure_extend_release_breadth.sql	DOMAIN_PROCURE_V1
20261021090040	db/migrations/costing/V20261021090040__costing_add_project_foreign_keys.sql	SUPERSEDED_BY_F57_REBASELINE	F57-04	db/migrations/inventory/V20261025091200__inventory_create_receipt_and_delivery_facts.sql;db/migrations/inventory/V20261025092320__inventory_extend_release_breadth.sql	DOMAIN_COSTING_V1
20261021090100	db/migrations/project/V20261021090100__project_create_project_tasks.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/project/V20261025092410__project_create_release_breadth.sql	DOMAIN_PROJECT_V1
20261021090200	db/migrations/project/V20261021090200__project_create_task_requisition_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/project/V20261025092410__project_create_release_breadth.sql	DOMAIN_PROJECT_V1
20261021090300	db/migrations/project/V20261021090300__project_create_attachment_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/project/V20261025092410__project_create_release_breadth.sql	DOMAIN_PROJECT_V1
20261021090400	db/migrations/project/V20261021090400__project_create_dataset_views.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/project/V20261025092410__project_create_release_breadth.sql	DOMAIN_PROJECT_V1
20261021090500	db/migrations/service/V20261021090500__service_create_dictionaries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021090600	db/migrations/service/V20261021090600__service_create_equipment_records.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021090700	db/migrations/service/V20261021090700__service_create_customer_complaints.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021090800	db/migrations/service/V20261021090800__service_create_work_orders.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021090900	db/migrations/service/V20261021090900__service_create_work_order_lines.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021091000	db/migrations/service/V20261021091000__service_create_work_order_logs.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021091100	db/migrations/service/V20261021091100__service_create_reminder_policies.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021091200	db/migrations/service/V20261021091200__service_create_attachment_links.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261021091300	db/migrations/service/V20261021091300__service_backfill_seed_dictionaries.sql	SUPERSEDED_BY_F57_REBASELINE	F57-05	db/migrations/service/V20261025092400__service_create_release_breadth.sql	DOMAIN_SERVICE_V1
20261022090000	db/migrations/platform_meta/V20261022090000__platform_meta_custom_object_model.sql	SUPERSEDED_BY_F57_REBASELINE	F57-10	db/migrations/platform_meta/V20261025092000__platform_meta_create_customer_model_specs.sql	PLATFORM_META_MODEL_V1
20261022090100	db/migrations/platform_meta/V20261022090100__platform_meta_ddl_plan.sql	SUPERSEDED_BY_F57_REBASELINE	F57-10	db/migrations/platform_meta/V20261025092000__platform_meta_create_customer_model_specs.sql	PLATFORM_META_MODEL_V1
20261022090200	db/migrations/platform_meta/V20261022090200__platform_meta_ui_layouts.sql	SUPERSEDED_BY_F57_REBASELINE	F57-16	db/migrations/platform_meta/V20261025091400__platform_meta_create_ui_schema_versions.sql	PLATFORM_META_UI_V1
20261022090300	db/migrations/platform_meta/V20261022090300__platform_meta_client_capability_values.sql	SUPERSEDED_BY_F57_REBASELINE	F57-16	db/migrations/platform_meta/V20261025091400__platform_meta_create_ui_schema_versions.sql	PLATFORM_META_UI_V1
20261022090400	db/migrations/platform_meta/V20261022090400__platform_meta_backfill_capability_matrix.sql	SUPERSEDED_BY_F57_REBASELINE	F57-16	db/migrations/platform_meta/V20261025091400__platform_meta_create_ui_schema_versions.sql	PLATFORM_META_UI_V1
20261022090500	db/migrations/platform_meta/V20261022090500__platform_meta_alter_config_package.sql	SUPERSEDED_BY_F57_REBASELINE	F57-09	db/migrations/platform_meta/V20261025090400__platform_meta_create_generations_participants_and_pins.sql	PLATFORM_META_GENERATION_V1
20261022090600	db/migrations/platform_meta/V20261022090600__platform_meta_config_release.sql	SUPERSEDED_BY_F57_REBASELINE	F57-09	db/migrations/platform_meta/V20261025090400__platform_meta_create_generations_participants_and_pins.sql	PLATFORM_META_GENERATION_V1
20261022090700	db/migrations/platform_meta/V20261022090700__platform_meta_backfill_release_mutex_row.sql	SUPERSEDED_BY_F57_REBASELINE	F57-09	db/migrations/platform_meta/V20261025090400__platform_meta_create_generations_participants_and_pins.sql	PLATFORM_META_GENERATION_V1
20261022090800	db/migrations/platform_meta/V20261022090800__platform_meta_brand_profiles.sql	SUPERSEDED_BY_F57_REBASELINE	F57-16	db/migrations/platform_meta/V20261025091400__platform_meta_create_ui_schema_versions.sql	PLATFORM_META_UI_V1
20261022090900	db/migrations/platform_meta/V20261022090900__platform_meta_client_releases.sql	SUPERSEDED_BY_F57_REBASELINE	F57-16	db/migrations/platform_meta/V20261025091400__platform_meta_create_ui_schema_versions.sql	PLATFORM_META_UI_V1
20261022091000	db/migrations/platform_meta/V20261022091000__platform_meta_extensions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-13	db/migrations/platform_meta/V20261025092100__platform_meta_create_capability_packages.sql	PLATFORM_META_PACKAGE_V1
20261022091100	db/migrations/platform_meta/V20261022091100__platform_meta_extension_invocations.sql	SUPERSEDED_BY_F57_REBASELINE	F57-14	db/migrations/platform_meta/V20261025091600__platform_meta_create_provider_manifests.sql;db/migrations/platform_meta/V20261025091800__platform_meta_extend_provider_and_mcp_registry.sql	PLATFORM_META_PROVIDER_V1
20261022091200	db/migrations/platform_meta/V20261022091200__platform_meta_client_bootstrap_dispatches.sql	SUPERSEDED_BY_F57_REBASELINE	F57-16	db/migrations/platform_meta/V20261025091400__platform_meta_create_ui_schema_versions.sql	PLATFORM_META_UI_V1
20261022091300	db/migrations/platform_core/V20261022091300__platform_core_backfill_stage13_unpoliced_table_registry.sql	SUPERSEDED_BY_F57_REBASELINE	F57-25	db/migrations/platform_core/V20261025092530__platform_core_backfill_f57_unpoliced_table_registry.sql	PLATFORM_CORE_REGISTRY_CLOSURE_V1
20261023090000	db/migrations/platform_ops/V20261023090000__platform_ops_backfill_singletons.sql	SUPERSEDED_BY_F57_REBASELINE	F57-02	db/migrations/platform_ops/V20261025090000__platform_ops_create_deployment_manifests.sql	PLATFORM_OPS_DEPLOYMENT_V1
20261023090100	db/migrations/platform_ops/V20261023090100__platform_ops_deployment_records.sql	SUPERSEDED_BY_F57_REBASELINE	F57-02	db/migrations/platform_ops/V20261025090000__platform_ops_create_deployment_manifests.sql	PLATFORM_OPS_DEPLOYMENT_V1
20261023090200	db/migrations/platform_ops/V20261023090200__platform_ops_offsite_sinks.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023090300	db/migrations/platform_ops/V20261023090300__platform_ops_extend_degradation_windows.sql	SUPERSEDED_BY_F57_REBASELINE	F57-07	db/migrations/platform_ops/V20261025090600__platform_ops_create_capacity_evidence.sql	PLATFORM_OPS_CAPACITY_V1
20261023090350	db/migrations/platform_ops/concurrent/V20261023090350__platform_ops_add_degradation_window_indexes.sql	SUPERSEDED_BY_F57_REBASELINE	F57-07	db/migrations/platform_ops/V20261025090600__platform_ops_create_capacity_evidence.sql	PLATFORM_OPS_CAPACITY_V1
20261023090400	db/migrations/platform_ops/V20261023090400__platform_ops_writeout_runs.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023090500	db/migrations/platform_ops/V20261023090500__platform_ops_attachment_watermarks.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023090600	db/migrations/platform_ops/V20261023090600__platform_ops_backup_sets.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023090700	db/migrations/platform_ops/V20261023090700__platform_ops_backup_runner_slot.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023090800	db/migrations/platform_ops/V20261023090800__platform_ops_backup_verifications.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023090900	db/migrations/platform_ops/V20261023090900__platform_ops_archive_channel.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023091000	db/migrations/platform_ops/V20261023091000__platform_ops_archive_channel_transitions.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023091100	db/migrations/platform_ops/V20261023091100__platform_ops_replication_reports.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
20261023091200	db/migrations/platform_ops/V20261023091200__platform_ops_wal_retention_samples.sql	SUPERSEDED_BY_F57_REBASELINE	F57-24	db/migrations/platform_ops/V20261025092500__platform_ops_create_authority_service_fences.sql;db/migrations/platform_ops/V20261025092510__platform_ops_create_backup_sets_media_and_certification.sql;db/migrations/platform_ops/V20261025092520__platform_ops_create_security_incidents_and_recovery_cuts.sql	PLATFORM_OPS_RECOVERY_V1
