schema_name	component_kind	owner_task	shape_profile	subject_id_field	item_ref	config_schema	explicit_field_set
PaymentReverseRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	payment_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PermissionSimulationRequestV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	action_code:ACTION_CODE:REQ;object_ref:OBJECT_REF:REQ;proposed_context_digest:SHA256:REQ
PermissionSimulationViewV1	RESULT	F57-16	VIEW_CONFIGURED_V1	permission_simulation_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
PortableExportAcceptedV1	RESULT	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	export_id:ENTITY_ID:REQ;state:STATE_CODE:REQ;row_version:ROW_VERSION:REQ
PortableExportCreateRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	scope:SCOPE_AST:REQ;format:ENUM(F57_PORTABLE_EXPORT_V1):REQ;redaction_policy_ref:POLICY_REF:REQ;reason:STRING_1_4096:REQ;evidence_refs:EVIDENCE_REF_SET:REQ
PortableExportGetQueryV1	PAYLOAD	F57-23	GET_BY_ID_V1	export_id	NONE	NONE	NONE
PortableExportListQueryV1	PAYLOAD	F57-23	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
PortableExportPageV1	RESULT	F57-23	PAGE_V1	NONE	PortableExportViewV1	NONE	NONE
PortableExportRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	scope:SCOPE_AST:REQ;format:ENUM(F57_PORTABLE_EXPORT_V1):REQ;reason:STRING_1_4096:REQ
PortableExportViewV1	RESULT	F57-23	VIEW_CONFIGURED_V1	export_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ProcurementDemandAcceptedV1	RESULT	F57-20	ACCEPTED_V1	procurement_demand_id	NONE	NONE	NONE
ProcurementDemandAdmitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandCancelRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandChangeRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandCloseRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
ProcurementDemandGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	procurement_demand_id	NONE	NONE	NONE
ProcurementDemandListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ProcurementDemandMergeRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandPageV1	RESULT	F57-20	PAGE_V1	NONE	ProcurementDemandViewV1	NONE	NONE
ProcurementDemandReopenRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandSplitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandStartSourcingRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProcurementDemandViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	procurement_demand_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ProductionEvidenceListQueryV1	PAYLOAD	F57-16	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ProductionEvidencePageV1	RESULT	F57-16	PAGE_V1	NONE	ProductionEvidenceViewV1	NONE	NONE
ProductionEvidenceQueryV1	PAYLOAD	F57-16	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	evidence_kinds:EVIDENCE_KIND_SET:REQ;as_of_generation:U64_POS:NULL
ProductionEvidenceViewV1	RESULT	F57-16	VIEW_CONFIGURED_V1	production_evidence_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ProjectAcceptedV1	RESULT	F57-21	ACCEPTED_V1	project_id	NONE	NONE	NONE
ProjectChangeRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectCloseRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectCostDrilldownQueryV1	PAYLOAD	F57-21	EXECUTE_QUERY_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ProjectCostDrilldownViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	project_cost_drilldown_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ProjectCreateRequestV1	PAYLOAD	F57-21	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
ProjectGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	project_id	NONE	NONE	NONE
ProjectListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ProjectMilestoneAcceptedV1	RESULT	F57-21	ACCEPTED_V1	project_milestone_id	NONE	NONE	NONE
ProjectMilestoneCompleteRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_milestone_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectMilestoneCreateRequestV1	PAYLOAD	F57-21	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
ProjectMilestoneListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ProjectMilestonePageV1	RESULT	F57-21	PAGE_V1	project_milestone_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
ProjectMilestoneReopenRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_milestone_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectPageV1	RESULT	F57-21	PAGE_V1	NONE	ProjectViewV1	NONE	NONE
ProjectReceiptMilestoneListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ProjectReceiptMilestonePageV1	RESULT	F57-21	PAGE_V1	project_receipt_milestone_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
ProjectReopenRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectRiskAcceptResidualRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_risk_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectRiskAcceptedV1	RESULT	F57-21	ACCEPTED_V1	project_risk_id	NONE	NONE	NONE
ProjectRiskCloseRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_risk_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectRiskCreateRequestV1	PAYLOAD	F57-21	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
ProjectRiskEnterMonitoringRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_risk_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectRiskGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	project_risk_id	NONE	NONE	NONE
ProjectRiskListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ProjectRiskPageV1	RESULT	F57-21	PAGE_V1	NONE	ProjectRiskViewV1	NONE	NONE
ProjectRiskReopenRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_risk_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectRiskReviewAcceptanceRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_risk_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectRiskStartMitigationRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_risk_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectRiskViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	project_risk_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ProjectStartRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	project_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ProjectViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	project_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
PurchaseInvoiceCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
PurchaseInvoicePostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_invoice_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderAcceptRescheduleRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderAcceptedV1	RESULT	F57-20	ACCEPTED_V1	purchase_order_id	NONE	NONE	NONE
PurchaseOrderChangeDraftRequestV1	PAYLOAD	F57-20	PATCH_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_PATCH_VALUES_V1	NONE
PurchaseOrderCloseRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderConfirmedV1	RESULT	F57-22	ACCEPTED_V1	purchase_order_id	NONE	NONE	NONE
PurchaseOrderCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
PurchaseOrderDecideRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	purchase_order_id	NONE	NONE	NONE
PurchaseOrderIssueRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
PurchaseOrderPageV1	RESULT	F57-20	PAGE_V1	NONE	PurchaseOrderViewV1	NONE	NONE
PurchaseOrderRejectRescheduleRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderReviseRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderSubmitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseOrderViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
PurchaseOrderVoidRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseReturnAcceptedV1	RESULT	F57-20	ACCEPTED_V1	purchase_return_id	NONE	NONE	NONE
PurchaseReturnChangeDraftRequestV1	PAYLOAD	F57-20	PATCH_CONFIGURED_V1	purchase_return_id	NONE	CONFIGURED_PATCH_VALUES_V1	NONE
PurchaseReturnCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
PurchaseReturnDecideRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseReturnGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	purchase_return_id	NONE	NONE	NONE
PurchaseReturnListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
PurchaseReturnPageV1	RESULT	F57-20	PAGE_V1	NONE	PurchaseReturnViewV1	NONE	NONE
PurchaseReturnPostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseReturnRecordSupplierRefusalRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseReturnSubmitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
PurchaseReturnViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	purchase_return_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
PurchaseReturnVoidRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	purchase_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteAcceptedV1	RESULT	F57-19	ACCEPTED_V1	quote_id	NONE	NONE	NONE
QuoteCreateRequestV1	PAYLOAD	F57-19	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
QuoteGetQueryV1	PAYLOAD	F57-19	GET_BY_ID_V1	quote_id	NONE	NONE	NONE
QuoteListQueryV1	PAYLOAD	F57-19	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
QuotePageV1	RESULT	F57-19	PAGE_V1	NONE	QuoteViewV1	NONE	NONE
QuoteVersionAcceptRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionAcceptedV1	RESULT	F57-19	ACCEPTED_V1	quote_version_id	NONE	NONE	NONE
QuoteVersionChangeDraftRequestV1	PAYLOAD	F57-19	PATCH_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_PATCH_VALUES_V1	NONE
QuoteVersionConvertToContractRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionConvertToOrderRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionCreateRequestV1	PAYLOAD	F57-19	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
QuoteVersionDecideRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionGetQueryV1	PAYLOAD	F57-19	GET_BY_ID_V1	quote_version_id	NONE	NONE	NONE
QuoteVersionIssueRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionListQueryV1	PAYLOAD	F57-19	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
QuoteVersionPageV1	RESULT	F57-19	PAGE_V1	NONE	QuoteVersionViewV1	NONE	NONE
QuoteVersionReconcileIssueRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionReconcileWithdrawalRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionRejectRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionSubmitRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteVersionViewV1	RESULT	F57-19	VIEW_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
QuoteVersionWithdrawRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	quote_version_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
QuoteViewV1	RESULT	F57-19	VIEW_CONFIGURED_V1	quote_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ReceiptAcceptedV1	RESULT	F57-20	ACCEPTED_V1	receipt_id	NONE	NONE	NONE
ReceiptAllocateRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	receipt_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ReceiptCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
ReceiptPostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	receipt_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ReceiptRejectionAcceptedV1	RESULT	F57-20	ACCEPTED_V1	receipt_rejection_id	NONE	NONE	NONE
ReceiptRejectionRegisterRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	receipt_rejection_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ReceiptReverseRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	receipt_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ReceivableGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	receivable_id	NONE	NONE	NONE
ReceivableListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ReceivablePageV1	RESULT	F57-20	PAGE_V1	NONE	ReceivableViewV1	NONE	NONE
ReceivableViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	receivable_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
RefundAcceptedV1	RESULT	F57-20	ACCEPTED_V1	refund_id	NONE	NONE	NONE
RefundCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
RefundDecideRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	refund_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
RefundPostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	refund_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
ReportDefinitionGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	report_definition_id	NONE	NONE	NONE
ReportDefinitionListQueryV1	PAYLOAD	F57-21	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
ReportDefinitionPageV1	RESULT	F57-21	PAGE_V1	NONE	ReportDefinitionViewV1	NONE	NONE
ReportDefinitionViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	report_definition_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
ReportResultGetQueryV1	PAYLOAD	F57-21	GET_BY_ID_V1	report_result_id	NONE	NONE	NONE
ReportResultViewV1	RESULT	F57-21	VIEW_CONFIGURED_V1	report_result_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
RfqRoundAcceptedV1	RESULT	F57-20	ACCEPTED_V1	rfq_round_id	NONE	NONE	NONE
RfqRoundBeginEvaluationRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
RfqRoundCancelRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
RfqRoundChangeDraftRequestV1	PAYLOAD	F57-20	PATCH_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_PATCH_VALUES_V1	NONE
RfqRoundCloseNoAwardRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
RfqRoundCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
RfqRoundDecideRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
RfqRoundGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	rfq_round_id	NONE	NONE	NONE
RfqRoundListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
RfqRoundOpenRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
RfqRoundPageV1	RESULT	F57-20	PAGE_V1	NONE	RfqRoundViewV1	NONE	NONE
RfqRoundSubmitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
RfqRoundViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	rfq_round_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
RootCauseAcceptedV1	RESULT	F57-21	ACCEPTED_V1	root_cause_id	NONE	NONE	NONE
RootCauseRecordRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	root_cause_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesDeliveryConfirmRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	sales_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesInvoiceCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
SalesInvoicePostRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	sales_invoice_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderAcceptedV1	RESULT	F57-19	ACCEPTED_V1	sales_order_id	NONE	NONE	NONE
SalesOrderApproveRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderCancelRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderChangeRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderCloseRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderCreateFromManualAuthorityRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderGetQueryV1	PAYLOAD	F57-19	GET_BY_ID_V1	sales_order_id	NONE	NONE	NONE
SalesOrderListQueryV1	PAYLOAD	F57-19	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SalesOrderPageV1	RESULT	F57-19	PAGE_V1	NONE	SalesOrderViewV1	NONE	NONE
SalesOrderReleaseRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderSubmitRequestV1	PAYLOAD	F57-19	ACTION_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesOrderVersionListQueryV1	PAYLOAD	F57-19	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SalesOrderVersionPageV1	RESULT	F57-19	PAGE_V1	sales_order_version_id	INLINE_CONFIGURED_ITEM_V1	CONFIGURED_RECORD_VALUES_V1	NONE
SalesOrderViewV1	RESULT	F57-19	VIEW_CONFIGURED_V1	sales_order_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SalesReturnAcceptedV1	RESULT	F57-20	ACCEPTED_V1	sales_return_id	NONE	NONE	NONE
SalesReturnCancelRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	sales_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesReturnCloseRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	sales_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesReturnCreateRequestV1	PAYLOAD	F57-20	CREATE_CONFIGURED_V1	NONE	NONE	CONFIGURED_CREATE_VALUES_V1	NONE
SalesReturnGetQueryV1	PAYLOAD	F57-20	GET_BY_ID_V1	sales_return_id	NONE	NONE	NONE
SalesReturnLinkExchangeRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	sales_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesReturnListQueryV1	PAYLOAD	F57-20	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SalesReturnPageV1	RESULT	F57-20	PAGE_V1	NONE	SalesReturnViewV1	NONE	NONE
SalesReturnRegisterRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	sales_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesReturnSubmitRequestV1	PAYLOAD	F57-20	ACTION_CONFIGURED_V1	sales_return_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SalesReturnViewV1	RESULT	F57-20	VIEW_CONFIGURED_V1	sales_return_id	NONE	CONFIGURED_RECORD_VALUES_V1	NONE
SatisfactionAcceptedV1	RESULT	F57-21	ACCEPTED_V1	satisfaction_id	NONE	NONE	NONE
SatisfactionRecordRequestV1	PAYLOAD	F57-21	ACTION_CONFIGURED_V1	satisfaction_id	NONE	CONFIGURED_ACTION_VALUES_V1	NONE
SearchDefinitionGetQueryV1	PAYLOAD	F57-23	GET_BY_ID_V1	definition_id	NONE	NONE	NONE
SearchDefinitionListQueryV1	PAYLOAD	F57-23	LIST_CONFIGURED_V1	NONE	NONE	CONFIGURED_QUERY_VALUES_V1	NONE
SearchDefinitionPageV1	RESULT	F57-23	PAGE_V1	NONE	SearchDefinitionViewV1	NONE	NONE
SearchDefinitionPublishRequestV1	PAYLOAD	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	definition_id:ENTITY_ID:REQ;expected_row_version:ROW_VERSION:REQ;schema_version:U64_POS:REQ;query_ast:QUERY_AST:REQ;filter_fields:FIELD_ID_SET:REQ;sort_fields:FIELD_ID_SET:REQ;projection_fields:FIELD_ID_SET:REQ;maximum_page_size:U32_1_200:REQ
SearchDefinitionPublishedV1	RESULT	F57-23	EXPLICIT_FIELDS_V1	NONE	NONE	NONE	definition_id:ENTITY_ID:REQ;version:U64_POS:REQ;definition_sha256:SHA256:REQ
